processed_review,sentiment_score,sentiment_label
great purchas perfect comfort,0.8834,1
excel product comfort shoe arriv much earlier expectedadvis,0.6705,1
beauti beauti sneaker,0.0,1
narrow bought sneaker 83 year old mom preppi old day 5060 80 unfortun shoe narrow foot werent comfort thu return hand pair red sneak sperri fit foot fine purchas five start review,0.6586,1
narrow cute much narrow pair,0.4588,1
bacano give articl 1010 love themthey classic sperri,0.6369,1
nice look brand new littl tight first time wear 3 wear fit fine,0.7269,1
love shoe super cute comfort love would buy,0.9571,1
super comfi cute realli like shoe classic look extrem comfort great spring summer look,0.9432,1
like fit style didnt like fit style,0.8402,1
far better tenni shoe dont think good qualiti,0.1265,1
water resist boat shoe cushion love color brand stick along heel hurt,0.2023,1
nice shoe nice bit snug though break good go,0.8176,1
great ratio price good qualiti,0.7906,1
shoe smaller indic size comfort smaller indic size,0.3612,1
puma shoe low qualiti shoe,-0.2732,0
comfort comfort shoe thank soft foammi concern shoe littl narrow feetotherwis would perfect,0.8807,1
absolut recommend brand qualiti pricethey super comfort perfectli fit footth qualiti materi also good designi recommend,0.9413,1
comfort good priceth shoe comfort fit sizethey slip track feel good,0.9062,1
great qualiti last comfort qualiti,0.765,1
legera soft also arriv earlier expect light comfort shoe recommend make foot open walk,0.6124,1
good qualiti good qualiti finish shoe,0.7003,1
perfect good shoe comfortableand carv adequ,0.765,1
thank nice product,0.6486,1
recommend sneaker comfort soft play tenni,0.7506,1
basic shoe without shoe everi day sport cushioning3 star valu money unbeat,0.0,1
perfect punctual,0.5719,1
soft warm winter good know thathow spend year question need shoe hesit time sun hesit snow far daysink day fog good shoe listen shoe sneaker usual sen beauti color see myselfr color shoe simpli beauti shoe cut h sizewid continu cut enabl meu carri wool socksin addit black shoelac appear almost dramat zipper side open easilyth foot thank youth shoe dont press anywher light yet stabl usual size fit goretex shoe rememb go walk rainsnowbut alreadi toler littl wet cold written sock look appeal legsperfectli combin realli portabl back saleth regular price also high much love sneaker difficult say see new model remain loyal one maximum two brand autumnwint shoesthi one two like shape modern compani took step clear purchas recommend,0.9633,1
fashion chic fit class alway super comfort nice ara woman courtyard sneaker color grayi particularli like dark sole narrow silver strip sensit dirtth sneaker look chic super comfort warmli line insid high soft solei creep sneaker need open one side two zipper put take shoesa alway order size 38 fit that like buy ara shoe,0.9794,1
super comfort shoe bit expens worth itthey incred comfort almost cozyi order differ color right awayclear purchas recommend,0.9062,1
great slip infor broad foot top,0.7096,1
pretti shoe wide g quit wide normal foot process appear great,0.6249,1
good shoe photo certainli correspond good ara shoe shoe deliv correspond photoon present photo sole brown deliv shoe white sole give style allso return shoe reimburs without problem quickli,0.794,1
stylish comfort think shoe great small regular shoe size 42,0.765,1
great perfect sneaker well made sneakersup qualiti great remov sole comfort optic perfect recommend,0.9709,1
simpli great order sneaker choos severalit clearli best super nice fit great inner sole comfort warm great winter sneaker,0.9836,1
qualiti small price shoe comfort width,0.3612,1
perfect primigi guaranteerecommend seller shoe perfect condit per primigi shopin accord descript amazon rapid advanc one day compar declar time purchas ideal calzada littl girl intern footb memori foam highli appreci,0.91,1
visual chic nice shoe unfortun tight narrow foot daughter,0.5994,1
beauti product great product fast deliveri,0.6249,1
light airi support light airi support foot long hour buy arch support insol tri wear wear sock come higher cuff rub raw recommend get half size bigger usual wear,0.8625,1
great valu cool shoe super comfort gift friend admir shop first pair big return alex thrill look realli cool dont think ever style she talk buy anoth pair price reason great qualiti tri pair,0.9794,1
disappoint got usual problem puma shoe littl small side order 9 feel like 85 blister ankl bone foot top toe hurt wear,-0.6705,0
puma shoe order point receiv 1 2 point bigger chanc sister want perfectli suit foot,0.0772,1
nice shoe love shoe nice comfort look expens cant say enough glad 105 size cant keep order pair daughter comfort keep,0.9066,1
super purchas super comfort beauti size 25 ask 255,0.8834,1
ultra comfort ultra comfortablegrandeur consist size guideveri light materiali feel like foot memori foami ador,0.6124,1
perfect fit comfort runner arriv expect time good condit fit perfectli comfort,0.9393,1
small couldnt exchang size colour want return didnt fit tri exchang didnt colour size need great look though,0.509,1
comfort bought mom love comfort nice,0.9001,1
qualiti decreas extremelyi order two jacket color lime greenth color lime shownthi matter tastebut complain cut poor qualiti fabrici jacket green bought store 4 year agoit great accompani raini weather get bit oldso thought buy anoth one disappointedth green color somewhat modifi dramaticonli old jacket made pleasant soft water repel fabricth jacket order hard therefor stand nestl bodyin addit cut obvious changedth size 36 sit differ closer uncomfort also fabric extrem narrow chest areain addit two open miss jacket armpit ventilationveri shameth jacket go back immedi,-0.3182,0
jacket nice specifi dimens unfortun right alli alreadi 56 instead 4850 orderedand unfortun ltown bm size tabl 140 cm10 centimet le sound good say deliv 56 strictli 4850like almost competitor nylon schade expens still favorit select jacketsplu 42page catalog complet inform loo leav alreadi includ anyway actual commend commit environment protect,0.9081,1
unfortun waterproof initi positiveth materi good smell wrinkl fold transportth color rich melon red realli nicei order 2 number larger size fit perfectlyit longer back look realli goodit deep pocket sort fitsa rain jacket recommend alli travel 10 minut light rain complet wet forearm especi shoulderseveri broken glass goe throughth line fabric insid smooth coolthi uncomfort especi pocketsaft wear jacket need dri foreveri rain jacket 13 price workthi bad buy excess expens red jacketa piti,0.6369,1
larg specif difficult materi appear top jacket realli prettybecaus peopl wrote order larger alreadi fear normal size would small order 2 jacket gr 52 54i usual wear 4648i plan pull thick wool sweater underneathbut 52 2 number larger simpli tightth 54 fit would tight sweateri sent back order 56 beauti jacket well madeth materi bit stiffth color workmanship greatbut size specif simpli true number larger also mean sleev correspondingli longerwhat pay bike howeverbut shoulder also widerbut despit larger defect realli like jacket look forward deliveri larger jacketth thing eye catcher dot,0.4215,1
absolut recommend everi cent valu buy bm rubber boot qualiti simpli convinc methey exactli cheap worth everi penni thinkthey elast remain soft even cooler day rel short wide shaft pant fit easili also power leg child move great sole nice flexibl weld feetalso line thin cotton fabricth area,0.9153,1
tight cautionpay attent sell boot disappointedth boot 2x get 2x wet feeta small child mother disappoint buy rubber boot child foot stay dri vice versait enough littl fresher outsid cold inevit wet feetveri gratifi corona periodif look boot find deficiencyit shown water touch bootsit easi find seller contact detailsi would like give 0 star updat seller toj skandinavian kid fashion driven kktrade gmbhobvious boot sold offer,-0.0516,0
great coat pay attent previou review order coat 34 size larger realli good thing sit perfectli still wear thick sweater underneathth hood bit small especi wear hat bought waterproof southwear long timeth coat rain hat unbeat combin abl test waterproof sever hour rain tour sever hour complet satisfi drop get coat look valuabl nice processedotherwis feel put plastic bag waterproof rain jacket that case,0.8074,1
boot good alway look shoe child offer foot lot freedom minim barefu shoe best methes boot light realli flexibl rubber ten hang leg like blockwhat bother lot fabric cord pull waterdirt come shoesthat happen daughter annoy hersinc also see photo pull star bought seen boot smell chemistri that great howev earth trace eat color bootsimilar cloth find le bad rubber fan intend chic anyway,0.926,1
rain super process high qualiti aub complet waterproof also keep wind make quit warmi wear 7 degre fleec jacket perfectli fine constant use sinc purchas recommend itit fit like littl youd better take number bigger,0.9371,1
good boot low shelf life decid buy rubber boot child avoid toxic ingredi brandsif believ rubber boot cours earn bonus without health hazard fabricscolor function conveni also greati clear deduct durabilityaft 18 month shoe long water permeabl crack without shoe someth sandpit sand plastic toysfor allow specul child need new shoe size 18 month anyway give purchas recommendationnot everyon el,0.765,1
bought 9 fit like 85 normal fit 85 true size time id tri half size would beater im 17 still grow got feel fit like 85 still satisfi came look amaz littl size problem your gon na go true size go half,0.9246,1
insid left shoe hurt foot toe way materi put togeth insid shoe uncomfort smooth cut left foot foot toe come togeth id tri store would abl feel purchas like other ive bought like realli like wont buy anoth pair look anoth brand probabl store tri disappoint sinc ive realli love brand style,0.5423,1
perfect expect bought gift fiance heov brand shoe style love open box happi fit perfect expect must buy check dont hesit buy,0.9517,1
fit comfort ive worn reebok classic size 75 decad oddli past 18 month foot grow ive chang size 8 85 size 9 still happi shoe,0.4215,1
comfort shoe shoe great comfort walk perfect fitsiz,0.9153,1
shoe long time ago still feel great shoe long time ago still feel great,0.8481,1
poor qualiti bought model 5 time qualiti disappoint nose sneaker came coupl wear cant contact custom servic solv problem,-0.8176,0
excel invest perfect descript,0.7717,1
good product leather item fake pretti much like everyth littl bit better stretch,0.6369,1
someth rotten way back ive alway worn pair much narrow rememb question authent,-0.6705,0
poor old design regular qualiti price havei like anyth uglier simpl hand photoi recommend themof cours usual size fit perfectli,0.5267,1
fit icvh shoe andrea conti alway satisfiedthi sneaker complet differ cut tight front dont get allit also fail much smaller,-0.4767,0
impecc articl even prettier photo shoe top,0.5994,1
take long time get fatalpay sent quickli 3 day took almost month anoth side origin origin,0.0,1
good true sneaker smell like plasticsynthet like authent leather,0.8658,1
cool sneaker love dolc vita shoe sneak except howev exchang 12 size smaller 65 6 sure foot shrunk run littl big im usual true 65 dv footwear great style slight platform love canva snake print mix medium,0.9633,1
look even better person incred comfort ador love comfort cute think run littl big sinc lace big deal,0.9337,1
comfort thought tieless lace,0.3612,1
fine good,0.5719,1
reebok royal cute style comfort,0.6705,1
good buy beauti warm boot work outdoor,0.5859,1
price great look flip flop swim daughter like price rightth deliveri came promis also see picturemi daughter 33 order 3334fit great also spacethink one size bigger would bigso dont stink greati would buy daughter happi,0.89,1
good buyveri beauti flexibl comfortablethey best durablei repeat buy daughter spoil shoe normal small new also use pool yeari recommend ask pq numberth price 13 great,0.9287,1
beauti robust materi bit firmer flip flop use u bath shoe perfectli soak watercertainli optim longer wear sweat,0.0,1
super sandalsi love ipanema girl tooyou wear sinc size 22 howev point 5 year old daughter wear german size 2728with ipanema howev need least 2829 german size,0.8442,1
perfect great,0.8316,1
order number larger noth go wrong super beauti child flip flop sit firmli foot give good hold two strapsour daughter wear 32 bought one 3334 fit perfectli,0.6249,1
fit littl cute like daughter dont fit much also take larger number nice shape foot,0.9118,1
new favorit shoe super comfort shoegreat look super lightcould put long walk star trigger sole alway come take shoe,0.8834,1
super conveni shoe rieker shoe alway perfect mega comfort size 37 also size 37,0.8779,1
great shoefit oki particularli like yellow,0.765,1
comfort light shoe wonder light shoe pleasant inner solegreat colori wear comfort slipper,0.8074,1
narrow foot beauti shoe unfortun wider foot,0.0,1
qualiti super comfort shoe,0.7506,1
great shoe good price great shoebeauti color comfort well madei would buy,0.9403,1
color shown run unfortun shoe insert roll togeth walk sinc insert,0.0,1
shoe comfort shoe,0.3612,1
sneaker everyth great thank much gladli,0.765,1
huge sockth 40 look like 42 shoe beauti light cool unfortun size realli indicativeth 25 cm mark label actual 26 beyondwatch size,0.7269,1
beauti buy daughter say comfort beauti,0.3612,1
new balanc bamba child poor qualiti put 2 time alreadi like old,-0.1531,0
shoe cool kid crappi tie shoe cool kid crappi tie shoe shoe stay whether tiedi afraid fit go snug abl pull easili im go prefac critic son hard shoe run runner club 15 mile day play hard rest timesoth lace didnt last two week two month look bit worn fray upper near toe realli cosmeticth sole hold true pull way peel like cheaper shoe tread look good lot wear midfoot insert shoe curiou long midfoot cushion start break far good look beat,0.926,1
nice run true size saw sneaker get love way look fit son foot small im thrill websit said run true size want even bother send back gave nephew,0.9382,1
shoe look super cute onlin shoe look super cute onlin toe part long make look weird son foot bigger draw back insid heel bubbl like cushion stick like 12 inch said uncomfort rub,0.9524,1
good enough cute fun definit shoe run good enough throw errand fit littl big expect,0.9274,1
son love shoe son two pair shoe love wear time taken disney univers multipl time say extrem comfi,0.8555,1
new balanc run big unfortun shoe run big realli like color materi support foot walkrun kind sport,0.8225,1
perfect fit complaint tongu attach side shoe cant pull make easier put shoe understand becom common featur athlet shoe like fine,0.7156,1
great shoe order shoe small price new feed realli greatmegaich even solehowev shouldnt wide foot shoei narrow foot fit wellth color brown right rather oliv greenbut like quit wellabsolut weier recommend,0.891,1
sneaker beauti light soft insid fit littl small recommend larger number taken sale satisfi,0.6486,1
usual good araqua itt turn smallveri nice well made arashmateri soft pleasant air cushion sole great color look sportyunfortun shoe small despit realli order sizea piti,0.9349,1
receiv erron sizeit right sizeind 425 box indic 405a piti,0.0,1
good qualiti okay,0.5859,1
beauti red total look bit ldich good qualiti size fit comfort wear red correspond photo total shoe appear bit older foot foot foot,0.7845,1
pretti faith photo good qualityth sole remov therefor put necessari convorm even wide foot,0.6908,1
great shoe super comfortableveri good qualiti,0.8979,1
beguem nice shoe,0.4215,1
singl disappointmentnow alreadi order tri variou sneaker nike brand say surpris nike f lite 2 woman run shoe avail fit either appar gener badsmal sneaker natur annoy mean order size 43 woman although normal wear 2 shoe size smaller would fit would probabl need 44 45it borderlin normal differ termsi wonder sneaker manufactur produc past custom cant bebut big sport shoe provid tragedyin last season model color ever would even like buy sever coupl cours would fit donteith press front big toe hurt short press pain overal low tension still super wide lace lace shoefrom distanc look like eleph foot shoe littl materi complet close super slim foot danc ballet year scandalousin opinion nike peopl give produc new shoe form seem come anoth cultur doll foot foot larg western european woman,0.743,1
summer favorit everi day shoe dream larg somewhat wider delic woman foot wear kiloson longer excurs shop got three differ color variantsi alreadi receiv lot compliment color combinationgreat summer,0.6249,1
beauti comfort alreadi shoe two color sit well also nicei wear shoe sport shoe everyday shoea super nice conveni shoe would buy,0.8834,1
look even better foot illustr look great fit perfectli daughter happyit gr35 shoe 355 fit wellth run feel also good,0.9313,1
cooool colorth shoe super comfort also look good order one size larger actual 39 took 40 fit great,0.9423,1
okk okk,0.0,1
excellentgreat nike shoe size fit perfectli brilliant color dream wear comfort,0.8689,1
nice shoesup great shoefit greatveri nice qualityveri easi carryy run like cloudsjust recommend,0.9287,1
five star good condit,0.4404,1
five star nice comfort,0.6486,1
ok equal part big small proport shoe strap left tight one right super loo pretti comfort middl piec toe kind hurt noth wouldnt get use shoe ok someon love arent,0.9325,1
bad qualiti suck love look order pair love hadnt long came unstitch elast thought mayb someth wrong order anoth pair everyth go great happen yesterday disappoint bc appar good qualiti cutest went everyth make mad love much,0.875,1
uncomfort well made finger separ sturdi hurt much cant wear even put bandag finger get lot blister imposs loosen thing especi hot summer foot swell point hous decor,-0.3182,0
good price price shoe great order normal size fit perfectli strap feel extrem sturdi pretti comfort flat shoe littl support complaint bottom pretti slick,0.91,1
comfort soft order size 11 shoe fit perfectli strap buckl way short go around ankl howev strap soft shoe comfort still recommend peopl smaller foot never problem wear anklet,0.8822,1
bad ten buck bit tight toe areabut cute didnt give blister wear throughout day abl take water well didnt damag sole,0.1531,1
run small feel color bought anyway run 65 7 size order 7 way small could easili gotten 8 gave daughter instead return,0.0,1
theyr 10 footb minim cushion enough keep foot slide around toe separ could comfort seem well made enough theyr cute theyr 10 size run mayb tini bit small usual wear 11 shoe often get away 10 sandal got 11 glad 10 would way small,0.8625,1
super comfi steal hate stiff flat sandal answer super soft strap thin cushion sole foot widethick perfect sandal wish came color,0.8074,1
cute comfi black dark blue first came size ten bag said 7 clearli size 10 would give wors rate part actual cute sandal prefer navi blue comfort cant rate lower like got great qualiti,0.9077,1
qualiti fit perfect son,0.7351,1
beauti pair plea 10 year old boy lot yet complic find sneaker appeal,0.0,1
look fit great never order shoe onlin like fit first asic past hope past far fit fit great comfort smaller adult 55 size shoe hard find store unless go young boy shoe select isnt greatest adult color like,0.9714,1
great volleybal shoe daughter absolut love black pair last season outgrew got white one fit perfect look sharp uniform,0.9382,1
expect excel starter pair kid wear first volleybal season,0.4588,1
love shoe happi purchas need buy slip on shoulder surgeri best great shoe price,0.926,1
best walk shoe shoe absolut fabul lightweight great support comfort absolut love,0.9565,1
delic eyelet shoe super comfort lightweight walkingth eyelet shoelac thin im sure go last tri tighten lace repeat use time tell purchas navi blue one normal eyelet,0.8271,1
great massag therapist wear sock massag therapist want black size 41women 10 water proofwith essentr exercis best thing balanc work even walk dog,0.8625,1
comfi need second pair sneaker work soooo happi bought comfi,0.0,1
transpir foot son sweat lot bought shirt son use 40 still big pelin almost noth pretti jean eaten,0.0,1
good fit process everyth good greet fit expect color correspond expectationsuit wide footstabl present,0.9022,1
great qualiti size happi son choic satisfi,0.6249,1
great sneaker great qualiti good qualiti use geox,0.9022,1
nice soft comfort beauti shoe good fit boy overjoy happi thank much,0.9042,1
excellentth shoe sensat price,0.0,1
geox sneaker product excel qualityit fit le right way understand comparison anoth shoe number fit littl closerbut overal okay,0.8481,1
comfort qualiti comfort qualitygood materi good ship,0.7845,1
sit well like childnic shoessit well like child,0.802,1
excel product well kept shoe smallest detail made realli well fulli satisfi,0.7351,1
super shoe super qualiti well mademak rubbish high qualiti impressionth footb sole leather softmi child pressur point dwn foot navhin addit shoe give good hold look prettyth size normali recommend shoe would buy,0.936,1
good purchas color much prettier expectedmor berri red make good impress good fitour girl like attract,0.9565,1
excel qualiti price comfort softgreat purchas,0.6705,1
sent wrong sizei order 23mex6 meand arriv 22 mexico cant send back also broke box custom dont origin box unreason realli like model qualiti good complaintsit coin air,-0.128,0
size badli sent bad sizei put 5 star 2 time size sent badlyth first time ask 35 sent 25 return second time ask 45 arriv 3,-0.5423,0
nice shoe shoe nice order half size larger recommend review definit big would say order usual size feel like shoe bit forward tilt mayb help avid runner felt unfamiliar reorder correct size howev stylish appear good qualiti,0.9468,1
comfi fit well got size 10 wide comfi plenti room toe box cold hike right though ill wait get true ass walk citi street comfort pinch point tight spot,0.3818,1
fals found singl review boot even exist manufactur although seller describ apt practic trail runningno exercis practic unstabl drop highperfect walk although care summer foot reach temperatur suni recommend pay ship cost receiv sinc trust descript total wrongnow pay also return themit took three week also carrier refus get home higha whole odysseyi buy shoe amazon allow sale product without qualiti control case falsehooda shame,0.6908,1
erron size beauti sent wrong size unfair happen order sinc major comment mention inconveni thought would lucki ask 24 arrivedof 23 return,-0.7351,0
ouchhhhh far uncomfort shoe ever made terrain correct outdoor rough hike shore walk along rug beachi tri struck worn cant return look comfort run run far away use whatev cover toe bolt opposit direct go,-0.6497,0
final pair fit return mani size wrong one good perfect fit order 95 size fit bigger sock fall usual wear size 9 41eu,0.875,1
cute reduc cute well made narrowbuy 23 end return itlat bought 235 stay wellbuy one size,0.7964,1
incorrect size despit see comment regard carv came badli decid trust tri luck effect size arriv buy seller recommendationth product good human select correct number appar lousi,0.8591,1
rub foot beauti shoe hate return without sock upper weav rub foot beauti shoe hate return,-0.8126,0
four star comfort cute,0.6705,1
comfort read comfort thank size easi find marchepi read previou model tour 360 see hold time,0.7579,1
light comfort purchas size 48 bad adida offer franc well suitabl size light comfort shoe,0.3818,1
perfect summer golf shoe coupl wear becom extrem comfort spikeless golf shoe fit littl snug relax wont wear wet soggi condit dont feel traction would hold mud cake bottom ive play two round semi dri ground shoe perfect complaint tongu bit stiff annoy flatten great stylish comfort summer golf shoe,0.9595,1
practic perfect everi way far comfort golf shoe ive ever own possibl comfort shoe kind current fit perfect love lightweight sometim buy wide shoe design narrow got standard width perfect unsur would like spikeless design stabil traction great combin amaz comfort never go back spike tri neither,0.9875,1
great walk shoe wow finish 18 hole today new adida s2g golf shoe get comfort fit water repel cant rememb last time put pair shoe box felt complet comfort wear 4 hour walk cours great start finish hope model avail need new pair worth buy rate,0.9729,1
high hope product fail nice qualiti shoe coupl problem lead 2 start rather 5 boa use string instead wire normal your abl get proper tight fit second biggest issu fabric shoe len self bunch tri tighten one biggest issu tongu shoe puffi boa string tri tighten fight puffi lend loo fit folk love use boa shoe understand last major issu shoe doesnt enough arch support atleast imho plu side sole shoe one nicest ive seen point ill probabl stick puma footjoy,0.6419,1
solid golf shoe need replac spikeless nike grip left nike roch g much spiki bottom begin withplay first 18 today job pretti well littl stiff first broke soften time love new boa style tie mechan fun pull knob flop shoe great grip bottom felt stabl swingsid like mayb littl bit cushion nike lot suishi bounc dont get wrong theyr definit comfi nice roomi play full round zero comfort issuesoveral realli happi,0.9676,1
perfect hot weatherflorida shoe bought nike realli nice make foot ridicul hot florida weather shoe definit wet weather man comfort seem like breath realli well time tell happi fit im 125 adida shoe knew size order fit perfectli,0.9485,1
winner golf shoe contest tri four differ golf shoe 200 rang name brand shoe golf shoe hand comfort stabil fit also outstand waterproof prove beyond expect much worth money style great well great shoe doubl street walk,0.9726,1
surpris expect third pair adida golf shoe bought past six month play year round walk carri bag fit comfort critic first two pair great expect pair receiv sunday play tuesday 12 hole foot felt play leather sole dress shoe heel low shoe ball foot feel bruis support comfort complet differ first two pair adida need add insert play price first two comfort compar,0.9648,1
comfort right box absolut comfort right box look comfort sneaker clunki heavi like reebockwhich wear stylish sooooo comfort heavi like walk air winner sure,0.959,1
wow five star surethi second pair propet think im love wore first timeto amus park thousand step foot still felt like thi left housethey new go use pair exercis walk like walk cloud guess whatim almost 3 mile alway least 1 12 2 time shoe never problemi like skecher well offer uniqu kind sturdi support that differ,0.9709,1
ye wore shoe first time amd realli like light weight bit larg order half size larger could wear thicker sock work fine,0.5106,1
narrow toe box order xxwide toe box wide wide middl shoe must intend swollen feetankl wide foot,0.0,1
love shoe problem foot swell inconsist normal 4e day day purchas 4e fit fattest foot get swell le fit tongu shoe attach side shoe give space lace tighten shoe fit foot love much bought 3 color varieti comfort walk give good support,0.9652,1
wrong shoe shoe wrong box small return take usp store could get pair shoe trash last time buy shoe amazon,-0.6705,0
fianlli shoe fit wide foot especi toe area devil time find shoe dont cramp toe well trick good look comfort thank thank thank,0.8214,1
perfect fit lightweight substanti fit well doubl extra wide ive wider shoe love prime wardrob trybefor youbuy option ensur get your look,0.9325,1
perfect im love shoesiv lower back pain last coupl monthsi bought sever differ type walk shoe asic schetcher tri cloud comfort nnormal wear 95 10 decid order 95 xwide ive never worn xwide like extra room got thesethey fit perfect plenti roomi worri would old ladi like lol realli like lookand im even want walk exercis nowhighli recommend,0.9225,1
toe box small width good 6xx toe box hurt littl toe disappoint return,-0.4939,0
nice shoe better sneaker she big,0.6908,1
hold well back materi alreadi rip sandal look like last year shoe,0.5574,1
cool shoe comfort son alway complain shoe arent comfort love wear everi day great shoe also cool,0.7803,1
alreadi tear bought son christma along anoth pair like worn 3 time alreadi tear toe tab,0.0772,1
good buy addida lover love look feel,0.8979,1
sweet shoe breathabl knit shoe real comfi ortho socklin great overal lot cushion realli athlet shoe great daili wear,0.9042,1
good shoe good style fit good came box brand new,0.8807,1
stylish comfort sneaker husband love style way sneaker fit color burgundi prettyi definit recommend shoe,0.8934,1
five star love,0.6369,1
great fit feel great,0.8934,1
comfort distinguish casual,0.5106,1
color hard find store great sneaker comfort feel half size larger,0.7351,1
killer look littl sneaker purchas pair shoe 6 yr old son wear school arriv time put morn go school sharp snazzi look tenni shoe look awesom fit expect size go larger size alwaysif one complaint shoe would top band say afida real big part semi snug kid foot brand new never worn mayb need littl time get broken someoth killer sharp littl shoe,-0.8661,0
traction gone 1 month son sole cheap foamand traction complet worn bottom complet smooth lace theyv stretch bad come easili would recommend love addida price fail,-0.3612,0
awesom shoe got 8 year old love,0.6369,1
perfect 10yearold theyr comfort easi put stylish 4thgrade boy,0.7351,1
long enough narrow shoe seem well made length seem true size howev band across foot extrem snug child troubl get foot shoe get foot shoe quit narrow pinch toe side toe box despit plenti length usual wear regular width shoe narrow,0.5994,1
comfort second pair comfort easi slide wear woman size 6 bought kid 4 12 fit perfict,0.7579,1
comfi fit well comfort complaint arent breathabl would like,0.4195,1
great shoe boy love shoe wear tear fast rough boy expect anyth rough boy,0.8519,1
poor qualiti durabl mesh tear poor qualiti tip sneaker rip apart durabl month bought 6 year old 1st grade girl kid sneaker didnt,-0.7351,0
nice look sole wore quickli soft sole 7 year old wore sole le 2 month,0.4215,1
great son love think run faster fit great seem durabl comfort look great,0.9702,1
great servic great shoe son love,0.9246,1
excel comfort product,0.6705,1
good product great shoe arriv quit late product good,0.872,1
nice shoe bought daughter absolut love picki person come shoe wide foot hard find good look great fit shoe perfect said never want take glad bought,0.9524,1
wouldnt order qualiti seem like authent adida strang look person like childfit wouldnt recommend order make sure kiddo narrow foot order half size least,0.6358,1
stripe peel within first week daughter realli like shoe everyth unfortun shini stripe start peel within first week wear 3 peel flap around look realli sloppi though she wear coupl year instead coupl month mom got concern see state shoe coupl week ago she order anoth pair make look like neglig mom theyr comfort lightweight cute,0.8591,1
good show wear tear quickli great look shoe love look son boy though pretti rough cloth shoe fabric cover top toe look like like mesh got coupl small hole coupl month 34 month wear entir piec fabric top shoe basic flap breez pull back far actual shoe underneath fabric still seem hold ok guess cosmet issu still annoy sure id buy simpli love first coupl month,0.9738,1
worn tip 2 month thought adida would offer qualiti materi 6 year old son alreadi abl wear tip shoe within two month shoe walk run bike play recess outsid school play soccer kick someth like reason front torn,0.4767,1
hold look great start short week front plastic toe start crack open typic daili use would recommend product,0.765,1
way small sandal cute extrem unders granddaught wear size 3 wouldnt even go foot doesnt wide foot least went width wise look like size 1 return bought trip wasnt enough time reorder,0.8225,1
low qualiti narrow toe bead alreadi curl receiv poorli sewn low qualiti materi return right away,-0.4939,0
shoe cheap expect saw shoe like would match dress bought daughter famili photo done shoe arriv immedi disappoint shoe felt went tri daughter couldnt even slide foot strap front tight even put lotion foot see would slide easier thought need break daughter start cri le 5 minut foot strap mark imprint top foot 30 minut,0.5267,1
strap arent big enough daughter petit littl foot order sandal super cute strap go foot ridicul small daughter foot wouldnt fit exchang larger size problem never run issu shoe sandal disappoint ador,0.1002,1
simpl dressi super cute shoe granddaught wear summer dress wed daughter bought sever size believ review normal size,0.7845,1
hard put pretti stylish howev get size bigger front foot would go properli,-0.1027,0
garbag qualiti look cute qualiti terribl one strap broke month3 day return window 5yr old disappoint dont wast money time,-0.3612,0
cute tight far shoe size goe true size strap toe tight child pretti slim doesnt fat foot think toe strap area could bit bigger,0.7003,1
cute narrow realli cute howev narrow return,0.7184,1
super cute daughter love super sparkli cute,0.9584,1
good shoe qualiti good smell littl strictli rubber ventil 1 day would goodmi son say good comfort good hold play footbal garden also possibl far seam like end withstand somethingif 1 nr may order larger narrow 39 almost 385 otherwis great,0.9676,1
happi great qualiti size preciou one use,0.6249,1
sneaker super beautifulgreatfast deliveryani time,0.5994,1
good qualiti good design confus size mexico,0.7003,1
check materi defect nice look feel solid howev right boot came 1 long defect right side near toe stitch appear attempt fix ill return unfortunatelyupd 12022018 think look around black boot decid give pair anoth shot like look design figur give anoth tri new pair came basic free defect leather howev white stitch around toe area wasnt quit clean neatli done would expect ariat know 150 still kind issu easili prevent boot comfort took littl time breakin mayb coupl day get around slipperi leather sole took cobbler appli thin rubber layer leather sole great fix previous heard hate leather sole,0.6533,1
great boot boot comfort last long time well construct,0.8271,1
boot got christma gift got size last pair love,0.7964,1
good fit great boot,0.8591,1
run narrow boot look great accident order ee width im glad still littl tight,0.6124,1
dorki shoe okay may name framiliar second pair final wear one side shoe foot longer hurt got first pair orthoped shoe sole look back ye recomend product,-0.3612,0
great shoe keep buy typic men buy shoe,0.6249,1
great shoe sole differ cure issu pain achil like shoe much seem high qualiti,0.5106,1
comfort size right super comfort feel like postur better walk,0.9231,1
perfect bought pink perfecta photo,0.7269,1
pretti perfect daughter 25 put finger behind heel,0.5719,1
decent shoe worth hype coupl friend prais hoka comfort decid cough extra money pair sinc bad knee ok tenni shoe thick sole seem look comfort valu money bit disappoint,0.6249,1
perfect want u optim,0.6124,1
damag box shipment took le expect box came bag box poor condit tenni look good instep,-0.0516,0
bought replac old set bought replac old set best look fit expect well built turf boot,0.8316,1
great shoe great cleat light weight great field turfonli downfal difficult get tight sock materi ankl use shoehorn get know way fit foot overal plea product,0.9231,1
excel product expect,0.4588,1
qualiti great good,0.7906,1
hard get good shoe light flexibl enough pad heel dont bruis heel play realli hard field length true size fun colorth bad stop wear five practic due hard get take forev get foot upper sock that attach shoe made small without enough stretch type neopren would better choic v rib cotton shoe bit narrow even medium width foot werent painful werent comfort either,0.7345,1
blister awesom feel arriv day soccer tournament feel extrem good built compress sock realli comfort use real grass patch didnt issu traction hold also tend slide littl bit foot acceler didnt problem like 20 minut play start blister backheel think still break meanwhil look amaz realli nice traction im hope break quickli,0.9127,1
